IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
AC597B1,Maternal mortality ratio,MDG_0000000026,408,Democratic People's Republic of Korea,1993,YEAR,RATE_PER_100000,49.93354,29.69676,83.70666,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,620,Portugal,1993,YEAR,RATE_PER_100000,12.22787,10.46002,14.3833,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,600,Paraguay,1993,YEAR,RATE_PER_100000,210.49253,166.15577,282.9719,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,275,"occupied Palestinian territory, including east Jerusalem",1993,YEAR,RATE_PER_100000,76.58536,52.68015,113.53967,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,634,Qatar,1993,YEAR,RATE_PER_100000,26.42672,17.73756,38.25033,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,642,Romania,1993,YEAR,RATE_PER_100000,85.18976,72.41311,98.9432,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,643,Russian Federation,1993,YEAR,RATE_PER_100000,82.285,70.82104,96.4255,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,646,Rwanda,1993,YEAR,RATE_PER_100000,1561.43788,1150.49444,2033.00883,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,682,Saudi Arabia,1993,YEAR,RATE_PER_100000,25.38131,18.93841,34.84962,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,729,Sudan,1993,YEAR,RATE_PER_100000,1100.82215,777.84812,1488.47608,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,955,South-East Asia,1993,YEAR,RATE_PER_100000,481.45672,427.28466,558.50518,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,686,Senegal,1993,YEAR,RATE_PER_100000,583.30055,456.05877,722.99119,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,702,Singapore,1993,YEAR,RATE_PER_100000,14.35184,11.81163,17.39222,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,90,Solomon Islands,1993,YEAR,RATE_PER_100000,156.82485,105.97916,224.93254,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,694,Sierra Leone,1993,YEAR,RATE_PER_100000,1656.5543,1190.50831,2184.10966,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,222,El Salvador,1993,YEAR,RATE_PER_100000,115.95288,90.2787,149.64159,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,706,Somalia,1993,YEAR,RATE_PER_100000,1060.98236,624.43917,1670.92968,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,688,Serbia,1993,YEAR,RATE_PER_100000,16.59922,13.05133,20.81797,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,728,South Sudan,1993,YEAR,RATE_PER_100000,6591.34365,4533.07387,8965.46604,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,678,Sao Tome and Principe,1993,YEAR,RATE_PER_100000,181.37131,127.69043,259.19381,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,740,Suriname,1993,YEAR,RATE_PER_100000,371.49119,284.66476,488.76269,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,703,Slovakia,1993,YEAR,RATE_PER_100000,9.37383,7.5893,11.83874,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,705,Slovenia,1993,YEAR,RATE_PER_100000,13.99587,11.27096,16.85117,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,752,Sweden,1993,YEAR,RATE_PER_100000,6.9343,5.83171,7.952,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,748,Eswatini,1993,YEAR,RATE_PER_100000,388.97419,267.24348,558.86321,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,690,Seychelles,1993,YEAR,RATE_PER_100000,29.7459,18.6896,47.66534,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,760,Syrian Arab Republic,1993,YEAR,RATE_PER_100000,39.66568,29.0146,56.41659,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,148,Chad,1993,YEAR,RATE_PER_100000,1380.59853,1099.29099,1698.61295,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,768,Togo,1993,YEAR,RATE_PER_100000,591.43562,457.55961,763.35281,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,764,Thailand,1993,YEAR,RATE_PER_100000,54.70147,44.45397,66.31917,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,762,Tajikistan,1993,YEAR,RATE_PER_100000,99.01838,74.90895,132.39536,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,795,Turkmenistan,1993,YEAR,RATE_PER_100000,61.44564,52.63986,72.79331,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,626,Timor-Leste,1993,YEAR,RATE_PER_100000,1132.88067,792.87511,1535.93279,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,776,Tonga,1993,YEAR,RATE_PER_100000,107.72767,64.39852,184.71699,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,780,Trinidad and Tobago,1993,YEAR,RATE_PER_100000,109.21356,92.36718,130.85459,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,788,Tunisia,1993,YEAR,RATE_PER_100000,80.52596,62.11163,109.65526,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,792,Türkiye,1993,YEAR,RATE_PER_100000,41.60429,31.13046,55.69846,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,834,United Republic of Tanzania,1993,YEAR,RATE_PER_100000,892.99779,707.16205,1098.27402,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,800,Uganda,1993,YEAR,RATE_PER_100000,583.10756,459.00387,732.6376,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,804,Ukraine,1993,YEAR,RATE_PER_100000,51.01485,43.88681,59.23253,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,858,Uruguay,1993,YEAR,RATE_PER_100000,32.76295,28.72668,37.71796,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,840,United States of America,1993,YEAR,RATE_PER_100000,10.78504,9.64258,12.06835,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,860,Uzbekistan,1993,YEAR,RATE_PER_100000,48.00952,40.08893,57.57034,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,670,Saint Vincent and the Grenadines,1993,YEAR,RATE_PER_100000,62.74945,46.65786,83.60141,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,862,Venezuela (Bolivarian Republic of),1993,YEAR,RATE_PER_100000,96.39916,82.52227,113.31278,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,704,Viet Nam,1993,YEAR,RATE_PER_100000,93.76944,70.00879,129.32325,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,548,Vanuatu,1993,YEAR,RATE_PER_100000,112.26017,66.19956,187.93915,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,958,Western Pacific,1993,YEAR,RATE_PER_100000,94.19264,85.42351,105.07175,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,882,Samoa,1993,YEAR,RATE_PER_100000,89.83824,51.62776,152.23919,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,887,Yemen,1993,YEAR,RATE_PER_100000,347.5976,271.87398,447.64611,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,710,South Africa,1993,YEAR,RATE_PER_100000,141.67253,116.54122,175.45211,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,894,Zambia,1993,YEAR,RATE_PER_100000,576.15471,457.19283,710.92599,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,716,Zimbabwe,1993,YEAR,RATE_PER_100000,346.98024,290.45544,423.28338,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,4,Afghanistan,1994,YEAR,RATE_PER_100000,1375.09073,869.0568,1946.55264,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,953,Africa,1994,YEAR,RATE_PER_100000,912.43958,829.99457,1002.43775,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,24,Angola,1994,YEAR,RATE_PER_100000,1062.21786,742.7166,1549.38894,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,8,Albania,1994,YEAR,RATE_PER_100000,24.24055,20.02146,29.15277,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,954,Americas,1994,YEAR,RATE_PER_100000,103.29998,96.1401,110.86074,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,784,United Arab Emirates,1994,YEAR,RATE_PER_100000,21.42567,13.39598,34.44083,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,32,Argentina,1994,YEAR,RATE_PER_100000,77.38795,67.01082,89.37416,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,51,Armenia,1994,YEAR,RATE_PER_100000,59.16303,49.9012,69.18727,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,28,Antigua and Barbuda,1994,YEAR,RATE_PER_100000,51.6758,36.03034,74.28839,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,36,Australia,1994,YEAR,RATE_PER_100000,9.34892,8.29816,10.56195,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,40,Austria,1994,YEAR,RATE_PER_100000,8.28897,6.80529,9.93701,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,31,Azerbaijan,1994,YEAR,RATE_PER_100000,59.10341,50.78913,68.8784,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,108,Burundi,1994,YEAR,RATE_PER_100000,1399.48736,1026.67169,1878.82576,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,56,Belgium,1994,YEAR,RATE_PER_100000,8.62205,7.36282,10.06912,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,204,Benin,1994,YEAR,RATE_PER_100000,535.67292,435.9797,652.00212,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,854,Burkina Faso,1994,YEAR,RATE_PER_100000,656.42026,518.22949,827.98668,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,50,Bangladesh,1994,YEAR,RATE_PER_100000,771.37796,577.05338,1008.93141,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,100,Bulgaria,1994,YEAR,RATE_PER_100000,25.67077,21.74607,30.57514,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,48,Bahrain,1994,YEAR,RATE_PER_100000,32.25596,25.27226,41.01738,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,44,Bahamas,1994,YEAR,RATE_PER_100000,53.77371,39.57797,70.01546,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,70,Bosnia and Herzegovina,1994,YEAR,RATE_PER_100000,29.80777,20.38598,42.96726,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,112,Belarus,1994,YEAR,RATE_PER_100000,31.07473,25.85863,37.16858,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,84,Belize,1994,YEAR,RATE_PER_100000,89.3973,67.17185,118.43478,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,68,Bolivia (Plurinational State of),1994,YEAR,RATE_PER_100000,364.96729,295.45389,442.93316,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,76,Brazil,1994,YEAR,RATE_PER_100000,146.64237,121.97082,175.44839,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,52,Barbados,1994,YEAR,RATE_PER_100000,47.57587,36.5491,61.89476,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,96,Brunei Darussalam,1994,YEAR,RATE_PER_100000,48.63618,35.25074,67.8257,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,64,Bhutan,1994,YEAR,RATE_PER_100000,494.84495,392.87973,611.67812,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,72,Botswana,1994,YEAR,RATE_PER_100000,197.72533,144.22765,280.00238,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,140,Central African Republic,1994,YEAR,RATE_PER_100000,1073.71056,803.0208,1434.21591,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,124,Canada,1994,YEAR,RATE_PER_100000,7.63524,6.63798,8.66988,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,756,Switzerland,1994,YEAR,RATE_PER_100000,10.61132,8.14551,13.49908,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,152,Chile,1994,YEAR,RATE_PER_100000,48.63339,41.743,56.62591,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,156,China,1994,YEAR,RATE_PER_100000,79.01436,69.12674,92.79354,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,384,Côte d'Ivoire,1994,YEAR,RATE_PER_100000,535.84621,424.95707,671.53041,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,120,Cameroon,1994,YEAR,RATE_PER_100000,739.85166,591.47197,914.30401,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,180,Democratic Republic of the Congo,1994,YEAR,RATE_PER_100000,807.02603,583.91439,1093.37678,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,178,Congo,1994,YEAR,RATE_PER_100000,787.49194,568.0152,1046.61974,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,170,Colombia,1994,YEAR,RATE_PER_100000,105.40132,95.36555,112.98863,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,174,Comoros,1994,YEAR,RATE_PER_100000,541.56899,367.51972,807.19405,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,132,Cabo Verde,1994,YEAR,RATE_PER_100000,231.76514,163.91801,344.87622,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,188,Costa Rica,1994,YEAR,RATE_PER_100000,41.57826,37.59254,46.5319,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,192,Cuba,1994,YEAR,RATE_PER_100000,65.25778,57.47222,75.43807,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,196,Cyprus,1994,YEAR,RATE_PER_100000,36.86476,22.64134,60.3025,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,203,Czechia,1994,YEAR,RATE_PER_100000,10.57929,8.81511,12.76517,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,276,Germany,1994,YEAR,RATE_PER_100000,8.33743,7.34095,9.74157,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,262,Djibouti,1994,YEAR,RATE_PER_100000,620.339,361.41797,1075.32085,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,208,Denmark,1994,YEAR,RATE_PER_100000,10.32251,9.11417,11.81087,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,214,Dominican Republic,1994,YEAR,RATE_PER_100000,133.36002,102.73325,172.89192,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,12,Algeria,1994,YEAR,RATE_PER_100000,202.64119,147.15446,282.72532,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,218,Ecuador,1994,YEAR,RATE_PER_100000,153.95326,137.71537,177.33853,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,818,Egypt,1994,YEAR,RATE_PER_100000,109.29899,89.7647,134.95506,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,957,Eastern Mediterranean,1994,YEAR,RATE_PER_100000,387.82189,323.3103,462.20127,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,232,Eritrea,1994,YEAR,RATE_PER_100000,939.79818,725.65262,1213.52232,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,724,Spain,1994,YEAR,RATE_PER_100000,6.24792,5.33793,7.05641,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,233,Estonia,1994,YEAR,RATE_PER_100000,43.45562,35.46012,53.00056,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,231,Ethiopia,1994,YEAR,RATE_PER_100000,1081.66098,841.54317,1358.9335,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,956,Europe,1994,YEAR,RATE_PER_100000,37.97756,35.58212,40.79843,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,246,Finland,1994,YEAR,RATE_PER_100000,6.09864,4.92984,7.45997,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,242,Fiji,1994,YEAR,RATE_PER_100000,57.22261,46.07673,79.69023,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,250,France,1994,YEAR,RATE_PER_100000,14.77044,12.86664,17.29244,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,583,Micronesia (Federated States of),1994,YEAR,RATE_PER_100000,67.99309,40.33534,117.02807,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,266,Gabon,1994,YEAR,RATE_PER_100000,373.15098,279.81347,493.40574,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,826,United Kingdom of Great Britain and Northern Ireland,1994,YEAR,RATE_PER_100000,9.36832,8.83982,9.96091,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,268,Georgia,1994,YEAR,RATE_PER_100000,52.00495,40.79133,63.6975,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,288,Ghana,1994,YEAR,RATE_PER_100000,648.66391,482.59277,900.99728,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,324,Guinea,1994,YEAR,RATE_PER_100000,1049.53008,833.55466,1298.09609,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,1,World,1994,YEAR,RATE_PER_100000,381.36057,357.77425,407.93704,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,270,Gambia,1994,YEAR,RATE_PER_100000,846.85571,597.69283,1157.00103,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,624,Guinea-Bissau,1994,YEAR,RATE_PER_100000,1423.45605,935.14343,1987.39885,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,226,Equatorial Guinea,1994,YEAR,RATE_PER_100000,959.46047,640.05688,1404.01311,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,300,Greece,1994,YEAR,RATE_PER_100000,4.4308,3.50975,5.47269,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,308,Grenada,1994,YEAR,RATE_PER_100000,57.20887,40.97869,78.33521,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,320,Guatemala,1994,YEAR,RATE_PER_100000,209.24685,194.42648,227.30727,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,328,Guyana,1994,YEAR,RATE_PER_100000,243.45201,205.89971,288.47027,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,340,Honduras,1994,YEAR,RATE_PER_100000,119.5907,109.43595,128.90379,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,191,Croatia,1994,YEAR,RATE_PER_100000,10.13364,8.24594,12.20195,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,332,Haiti,1994,YEAR,RATE_PER_100000,585.74995,434.09735,757.37026,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,348,Hungary,1994,YEAR,RATE_PER_100000,18.32296,15.36062,21.64752,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,360,Indonesia,1994,YEAR,RATE_PER_100000,342.12355,281.72318,410.45068,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,356,India,1994,YEAR,RATE_PER_100000,444.02796,385.30732,542.48904,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,372,Ireland,1994,YEAR,RATE_PER_100000,9.30471,7.42655,11.27328,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,364,Iran (Islamic Republic of),1994,YEAR,RATE_PER_100000,59.86153,47.04883,82.11814,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,368,Iraq,1994,YEAR,RATE_PER_100000,164.8223,126.76091,217.55175,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,352,Iceland,1994,YEAR,RATE_PER_100000,6.87668,5.12021,9.18971,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,376,Israel,1994,YEAR,RATE_PER_100000,24.20246,19.18372,30.62718,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,380,Italy,1994,YEAR,RATE_PER_100000,14.54495,12.49642,17.05456,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,388,Jamaica,1994,YEAR,RATE_PER_100000,64.10137,57.70266,70.82989,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,400,Jordan,1994,YEAR,RATE_PER_100000,73.13827,58.42778,91.4793,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,392,Japan,1994,YEAR,RATE_PER_100000,10.26744,9.00528,11.75541,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,398,Kazakhstan,1994,YEAR,RATE_PER_100000,75.18609,65.21264,86.6535,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,404,Kenya,1994,YEAR,RATE_PER_100000,553.16963,449.52582,678.88152,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,417,Kyrgyzstan,1994,YEAR,RATE_PER_100000,86.97299,73.50393,99.28168,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,116,Cambodia,1994,YEAR,RATE_PER_100000,637.31338,494.1982,812.72243,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,296,Kiribati,1994,YEAR,RATE_PER_100000,153.45576,106.55095,216.85816,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,410,Republic of Korea,1994,YEAR,RATE_PER_100000,21.34876,19.78235,22.81234,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,414,Kuwait,1994,YEAR,RATE_PER_100000,11.03737,8.84223,13.54833,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,418,Lao People's Democratic Republic,1994,YEAR,RATE_PER_100000,645.86547,499.08825,819.33491,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,422,Lebanon,1994,YEAR,RATE_PER_100000,39.02508,28.67652,51.85782,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,430,Liberia,1994,YEAR,RATE_PER_100000,1723.49183,1265.85932,2227.95948,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,434,Libya,1994,YEAR,RATE_PER_100000,46.01797,27.14805,77.62269,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,662,Saint Lucia,1994,YEAR,RATE_PER_100000,51.78365,38.78118,68.16945,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,144,Sri Lanka,1994,YEAR,RATE_PER_100000,50.68729,44.44574,59.68676,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,426,Lesotho,1994,YEAR,RATE_PER_100000,463.10658,350.09182,600.7329,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,440,Lithuania,1994,YEAR,RATE_PER_100000,28.4278,23.60189,34.26288,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,442,Luxembourg,1994,YEAR,RATE_PER_100000,11.12925,7.89468,15.54342,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,428,Latvia,1994,YEAR,RATE_PER_100000,52.71882,44.39004,61.98589,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,504,Morocco,1994,YEAR,RATE_PER_100000,344.48063,285.16564,421.23923,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,498,Republic of Moldova,1994,YEAR,RATE_PER_100000,78.0827,66.93876,92.30493,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,450,Madagascar,1994,YEAR,RATE_PER_100000,658.53868,533.89733,804.44929,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,462,Maldives,1994,YEAR,RATE_PER_100000,164.35702,109.35041,233.11239,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,484,Mexico,1994,YEAR,RATE_PER_100000,63.75732,58.55696,69.21492,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,807,North Macedonia,1994,YEAR,RATE_PER_100000,14.74908,11.5296,18.99651,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,466,Mali,1994,YEAR,RATE_PER_100000,928.69199,773.14437,1111.07742,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,470,Malta,1994,YEAR,RATE_PER_100000,13.66687,9.51628,19.4032,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,104,Myanmar,1994,YEAR,RATE_PER_100000,457.14044,324.64635,614.86685,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,499,Montenegro,1994,YEAR,RATE_PER_100000,13.24138,8.69659,19.67234,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,496,Mongolia,1994,YEAR,RATE_PER_100000,202.10469,175.29248,233.63055,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,508,Mozambique,1994,YEAR,RATE_PER_100000,865.24001,679.73584,1082.26154,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,478,Mauritania,1994,YEAR,RATE_PER_100000,681.83187,499.35328,922.13108,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,480,Mauritius,1994,YEAR,RATE_PER_100000,75.70528,62.33538,91.55748,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,454,Malawi,1994,YEAR,RATE_PER_100000,827.19675,663.5085,1023.29363,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,458,Malaysia,1994,YEAR,RATE_PER_100000,43.64475,42.05335,45.32421,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,516,Namibia,1994,YEAR,RATE_PER_100000,322.72405,256.40365,403.2957,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,562,Niger,1994,YEAR,RATE_PER_100000,884.1087,708.93535,1098.47249,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,566,Nigeria,1994,YEAR,RATE_PER_100000,1223.37504,857.2621,1614.81863,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,558,Nicaragua,1994,YEAR,RATE_PER_100000,199.50624,153.26816,261.33434,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,528,Netherlands (Kingdom of the),1994,YEAR,RATE_PER_100000,11.80564,10.48648,13.18822,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,578,Norway,1994,YEAR,RATE_PER_100000,5.96813,4.77318,7.32741,PUBLISHED
